ID,country_id,tbl_loan_id,lender_id,loan_type,Total_Amount,Total_Amount_to_Repay,duration,New_versus_Repeat,Amount_Funded_By_Lender,Lender_portion_Funded,Lender_portion_to_be_repaid,disb_month,disb_dow,disb_is_weekend,due_month,due_dow,due_is_weekend,target
ID_260784306381251804,Kenya,306381.0,251804.0,Type_5,10000.0,10600.0,14,0,1333.0,0.1333,1413.0,1,1,0,1,1,0,0
ID_251238162608251804,Kenya,162608.0,251804.0,Type_6,44830.0,54281.0,7,0,4167.28,0.0929573946018291,5046.0,5,5,1,5,5,1,1
ID_259131261835267278,Kenya,261835.0,267278.0,Type_1,6499.0,6578.0,7,0,331.68,0.0510355439298353,336.0,9,5,1,9,5,1,0
ID_263847223443267278,Kenya,223443.0,267278.0,Type_1,19027.0,19604.0,7,0,5708.1,0.3,5881.0,7,5,1,7,5,1,0
ID_249591217177267278,Kenya,217177.0,267278.0,Type_1,10998.0,11034.0,7,0,3299.4,0.3,3310.0,7,5,1,7,5,1,0
ID_265488285605267278,Kenya,285605.0,267278.0,Type_1,1540.0,1562.0,7,0,462.0,0.3,469.0,10,4,0,10,4,0,0
ID_250150260287267278,Kenya,260287.0,267278.0,Type_1,7404.0,7631.0,7,0,2221.2,0.3,2289.0,9,4,0,9,4,0,0
ID_249726161374251804,Kenya,161374.0,251804.0,Type_5,8000.0,8500.0,14,0,1600.0,0.2,1700.0,5,0,0,5,0,0,0
ID_254350281338267278,Kenya,281338.0,267278.0,Type_1,5309.0,5309.0,7,0,1592.7,0.3,1593.0,10,4,0,10,4,0,0
ID_265391237449267278,Kenya,237449.0,267278.0,Type_1,5219.0,5251.0,7,0,1565.7,0.3,1575.0,8,0,0,8,0,0,0
ID_15493105359245684,Kenya,105359.0,245684.0,Type_14,10000.0,10700.0,30,1,10000.0,1.0,10700.0,11,2,0,12,4,0,0
ID_241430291061267278,Kenya,291061.0,267278.0,Type_1,58503.0,58503.0,7,0,17550.9,0.3,17551.0,10,0,0,11,0,0,0
ID_240842285167267278,Kenya,285167.0,267278.0,Type_1,5738.0,5738.0,7,0,232.56,0.0405298013245033,233.0,10,3,0,10,3,0,0
ID_273459307287267278,Kenya,307287.0,267278.0,Type_4,18000.0,19170.0,30,0,3600.0,0.2,3834.0,6,2,0,7,4,0,0
ID_249235262504267278,Kenya,262504.0,267278.0,Type_1,10906.0,11415.0,7,0,3271.8,0.3,3425.0,9,0,0,9,0,0,1
ID_248447275516267278,Kenya,275516.0,267278.0,Type_1,3489.0,3532.0,7,0,324.0,0.0928632846087704,328.0,10,2,0,10,2,0,0
ID_243318251837267278,Kenya,251837.0,267278.0,Type_1,14140.0,14311.0,7,0,0.0,0.0,0.0,9,0,0,9,0,0,0
ID_256419279604267278,Kenya,279604.0,267278.0,Type_1,36503.0,36723.0,7,0,4524.3,0.123943237542119,4552.0,10,1,0,10,1,0,0
ID_257781214207267278,Kenya,214207.0,267278.0,Type_1,52990.0,52990.0,7,0,26495.0,0.5,26495.0,7,1,0,7,1,0,0
ID_257100290840267278,Kenya,290840.0,267278.0,Type_1,1023.0,1031.0,7,0,306.9,0.3,309.0,10,5,1,11,5,1,0
ID_247433216795267278,Kenya,216795.0,267278.0,Type_1,34143.0,34143.0,7,0,10242.9,0.3,10243.0,7,4,0,7,4,0,0
ID_249307204433267278,Kenya,204433.0,267278.0,Type_5,22000.0,23200.0,14,0,3520.0,0.16,3712.0,7,4,0,7,4,0,0
ID_252263228401267278,Kenya,228401.0,267278.0,Type_1,11798.0,12232.0,7,0,3539.4,0.3,3670.0,7,5,1,8,5,1,0
ID_248848255800267278,Kenya,255800.0,267278.0,Type_1,8319.0,8347.0,7,0,0.0,0.0,0.0,9,4,0,9,4,0,0
ID_244541238011267278,Kenya,238011.0,267278.0,Type_1,3375.0,3409.0,7,0,1012.5,0.3,1023.0,8,2,0,8,2,0,0
ID_263245303524267278,Kenya,303524.0,267278.0,Type_1,5123.0,5123.0,7,0,1536.9,0.3,1537.0,11,3,0,12,3,0,0
ID_249996292359267278,Kenya,292359.0,267278.0,Type_1,239.0,241.0,7,0,71.7,0.3,72.0,11,2,0,11,2,0,0
ID_271817275551267278,Kenya,275551.0,267278.0,Type_1,9514.0,9572.0,7,0,2854.2,0.3,2872.0,10,2,0,10,2,0,0
ID_251000250294267278,Kenya,250294.0,267278.0,Type_1,2310.0,2344.0,7,0,0.13,5.62770562770562e-05,0.0,9,4,0,9,4,0,0
ID_242767231190267278,Kenya,231190.0,267278.0,Type_1,6499.0,6499.0,7,0,1949.7,0.3,1950.0,8,2,0,8,2,0,0
ID_255255299122267278,Kenya,299122.0,267278.0,Type_1,1485.0,1584.0,7,0,445.5,0.3,475.0,11,1,0,11,1,0,0
ID_264405287570267278,Kenya,287570.0,267278.0,Type_1,5488.0,5589.0,7,0,0.0,0.0,0.0,10,0,0,10,0,0,0
ID_257613269844267278,Kenya,269844.0,267278.0,Type_1,5008.0,5008.0,7,0,395.54,0.0789816293929712,396.0,9,2,0,10,2,0,0
ID_308789370591267278,Kenya,370591.0,267278.0,Type_7,4315.0,4467.0,7,0,863.0,0.2,893.0,9,5,1,9,5,1,0
ID_257116278668267278,Kenya,278668.0,267278.0,Type_1,6319.0,6357.0,7,0,0.0,0.0,0.0,10,0,0,10,0,0,0
ID_241430256561267278,Kenya,256561.0,267278.0,Type_1,58432.0,58432.0,7,0,1574.27,0.026941915388828,1574.0,9,5,1,9,5,1,0
ID_253055295254267278,Kenya,295254.0,267278.0,Type_1,66855.0,68689.0,7,0,848.1,0.0126856630020192,871.0,11,0,0,11,0,0,0
ID_259476297524267278,Kenya,297524.0,267278.0,Type_1,6579.0,6579.0,7,0,0.0,0.0,0.0,11,4,0,11,4,0,0
ID_270885274210267278,Kenya,274210.0,267278.0,Type_1,53044.0,53684.0,7,0,0.0,0.0,0.0,10,1,0,10,1,0,0
ID_244110279186267278,Kenya,279186.0,267278.0,Type_1,11198.0,11266.0,7,0,3359.4,0.3,3380.0,10,1,0,10,1,0,0
ID_250994286385267278,Kenya,286385.0,267278.0,Type_1,5948.0,5948.0,7,0,1784.4,0.3,1784.0,10,5,1,10,5,1,0
ID_247613267505267278,Kenya,267505.0,267278.0,Type_1,2389.0,2389.0,7,0,716.7,0.3,717.0,9,0,0,10,0,0,0
ID_264634257168267278,Kenya,257168.0,267278.0,Type_4,20000.0,21400.0,30,0,4000.0,0.2,4280.0,9,0,0,10,2,0,0
ID_255453305121267278,Kenya,305121.0,267278.0,Type_1,20600.0,20724.0,7,0,6180.0,0.3,6217.0,11,5,1,12,5,1,0
ID_247659225289267278,Kenya,225289.0,267278.0,Type_1,5299.0,5462.0,7,0,1589.7,0.3,1639.0,7,1,0,8,1,0,0
ID_256652279857267278,Kenya,279857.0,267278.0,Type_1,389.0,404.0,7,0,116.7,0.3,121.0,10,1,0,10,1,0,0
ID_251178276349267278,Kenya,276349.0,267278.0,Type_1,1360.0,1400.0,7,0,408.0,0.3,420.0,10,3,0,10,3,0,0
ID_249726117410251804,Kenya,117410.0,251804.0,Type_5,8000.0,8500.0,14,0,1280.0,0.16,1360.0,2,3,0,3,3,0,0
ID_249613257030267278,Kenya,257030.0,267278.0,Type_5,15000.0,15850.0,14,0,3000.0,0.2,3170.0,9,0,0,9,0,0,0
ID_257781230906267278,Kenya,230906.0,267278.0,Type_1,6328.0,6328.0,7,0,1898.4,0.3,1910.0,8,1,0,8,1,0,0
ID_259525292770267278,Kenya,292770.0,267278.0,Type_1,6999.0,6999.0,7,0,599.7,0.085683669095585,600.0,11,2,0,11,2,0,0
ID_248118221388267278,Kenya,221388.0,267278.0,Type_1,1980.0,1980.0,7,0,594.0,0.3,594.0,7,3,0,7,3,0,0
ID_254526222269267278,Kenya,222269.0,267278.0,Type_1,72486.0,72486.0,7,0,21745.8,0.3,21746.0,7,4,0,7,4,0,0
ID_262417236236267278,Kenya,236236.0,267278.0,Type_1,500.0,516.0,7,0,150.0,0.3,155.0,8,5,1,8,5,1,0
ID_265584267263267278,Kenya,267263.0,267278.0,Type_1,648.0,660.0,7,0,194.4,0.3,198.0,9,5,1,10,5,1,0
ID_262395245221267278,Kenya,245221.0,267278.0,Type_1,46230.0,47352.0,7,0,283.39,0.0061300021630975,290.0,8,4,0,9,4,0,0
ID_244946118774251804,Kenya,118774.0,251804.0,Type_5,62000.0,65200.0,14,0,9920.0,0.16,10432.0,2,1,0,3,1,0,0
ID_261156232281267278,Kenya,232281.0,267278.0,Type_1,3499.0,3626.0,7,0,1049.7,0.3,1088.0,8,4,0,8,4,0,0
ID_260247239567267278,Kenya,239567.0,267278.0,Type_1,6374.0,6533.0,7,0,1912.2,0.3,1960.0,8,4,0,8,4,0,0
ID_247087288358267278,Kenya,288358.0,267278.0,Type_1,5000.0,5126.0,7,0,1500.0,0.3,1538.0,10,2,0,11,2,0,0
ID_125799279504267278,Kenya,279504.0,267278.0,Type_1,1500.0,1555.0,7,0,0.0,0.0,0.0,10,1,0,10,1,0,0
ID_253124266662267278,Kenya,266662.0,267278.0,Type_1,4779.0,4847.0,7,0,1433.7,0.3,1454.0,9,5,1,10,5,1,0
ID_264625303064267278,Kenya,303064.0,267278.0,Type_1,17066.0,17066.0,7,0,5119.8,0.3,5120.0,11,2,0,11,2,0,0
ID_259517242213267278,Kenya,242213.0,267278.0,Type_1,365.0,368.0,7,0,7.41,0.0203013698630137,7.0,8,0,0,8,0,0,0
ID_267019273766267278,Kenya,273766.0,267278.0,Type_1,6418.0,6418.0,7,0,0.0,0.0,0.0,10,0,0,10,0,0,0
ID_247511290516267278,Kenya,290516.0,267278.0,Type_1,417.0,429.0,7,0,125.1,0.3,129.0,10,5,1,11,5,1,0
ID_267378255407267278,Kenya,255407.0,267278.0,Type_1,2793.0,2853.0,7,0,0.0,0.0,0.0,9,4,0,9,4,0,0
ID_263280261096267278,Kenya,261096.0,267278.0,Type_1,4599.0,4765.0,7,0,1379.7,0.3,1430.0,9,5,1,9,5,1,0
ID_258228252632267278,Kenya,252632.0,267278.0,Type_1,210.0,218.0,7,0,63.0,0.3,65.0,9,0,0,9,0,0,0
ID_245673239711267278,Kenya,239711.0,267278.0,Type_5,11500.0,12175.0,14,0,2300.0,0.2,2435.0,8,4,0,9,4,0,0
ID_249506235445267278,Kenya,235445.0,267278.0,Type_1,2800.0,2820.0,7,0,840.0,0.3,852.0,8,4,0,8,4,0,0
ID_252908278698267278,Kenya,278698.0,267278.0,Type_1,2140.0,2140.0,7,0,0.0,0.0,0.0,10,0,0,10,0,0,0
ID_251318230000267278,Kenya,230000.0,267278.0,Type_1,1318.0,1358.0,7,0,395.4,0.3,407.0,8,0,0,8,0,0,0
ID_262000305140267278,Kenya,305140.0,267278.0,Type_1,1985.0,1985.0,7,0,595.5,0.3,596.0,11,0,0,12,0,0,0
ID_262316230032267278,Kenya,230032.0,267278.0,Type_1,8889.0,9084.0,7,0,2666.7,0.3,2725.0,8,0,0,8,0,0,0
ID_239497236153267278,Kenya,236153.0,267278.0,Type_1,11588.0,11745.0,7,0,3476.4,0.3,3524.0,8,5,1,8,5,1,0
ID_265263244489267278,Kenya,244489.0,267278.0,Type_1,1540.0,1540.0,7,0,1.57,0.0010194805194805,2.0,8,3,0,9,3,0,0
ID_265398281067267278,Kenya,281067.0,267278.0,Type_1,44280.0,44280.0,7,0,764.7,0.0172696476964769,765.0,10,3,0,10,3,0,0
ID_250136237254267278,Kenya,237254.0,267278.0,Type_1,700.0,715.0,7,0,210.0,0.3,215.0,8,0,0,8,0,0,0
ID_271023266950267278,Kenya,266950.0,267278.0,Type_1,970.0,981.0,7,0,0.66,0.000680412371134,1.0,9,5,1,10,5,1,0
ID_255759299793267278,Kenya,299793.0,267278.0,Type_1,349.0,358.0,7,0,104.7,0.3,107.0,11,2,0,11,2,0,0
ID_258789268034267278,Kenya,268034.0,267278.0,Type_1,14132.0,14425.0,7,0,0.0,0.0,0.0,9,0,0,10,0,0,0
ID_310238370214251804,Kenya,370214.0,251804.0,Type_7,6000.0,6211.0,7,0,1200.0,0.2,1242.0,9,0,0,9,0,0,0
ID_254661256198267278,Kenya,256198.0,267278.0,Type_1,3600.0,3600.0,7,0,269.5,0.0748611111111111,270.0,9,5,1,9,5,1,0
ID_255696292529267278,Kenya,292529.0,267278.0,Type_1,13973.0,14109.0,7,0,0.0,0.0,0.0,11,2,0,11,2,0,0
ID_259757260110267278,Kenya,260110.0,267278.0,Type_1,12594.0,12594.0,7,0,3778.2,0.3,3778.0,9,3,0,9,3,0,0
ID_257011288241267278,Kenya,288241.0,267278.0,Type_1,400.0,400.0,7,0,1.47,0.003675,1.0,10,1,0,11,1,0,0
ID_248898225821267278,Kenya,225821.0,267278.0,Type_1,410.0,425.0,7,0,123.0,0.3,128.0,7,2,0,8,2,0,0
ID_262388214807267278,Kenya,214807.0,267278.0,Type_1,6098.0,6172.0,7,0,1829.4,0.3,1852.0,7,2,0,7,2,0,0
ID_248569305893267278,Kenya,305893.0,267278.0,Type_1,2015.0,2015.0,7,0,604.5,0.3,605.0,11,1,0,12,1,0,0
ID_213815218730267278,Kenya,218730.0,267278.0,Type_1,52790.0,52790.0,7,0,15837.0,0.3,15837.0,7,0,0,7,0,0,0
ID_248135360572251804,Kenya,360572.0,251804.0,Type_7,19878.0,20276.0,7,0,4969.0,0.24997484656404,5068.0,11,1,0,11,1,0,0
ID_266892225990267278,Kenya,225990.0,267278.0,Type_1,1571.0,1594.0,7,0,471.3,0.3,478.0,7,2,0,8,2,0,0
ID_253278222907267278,Kenya,222907.0,267278.0,Type_1,5720.0,5720.0,7,0,1716.0,0.3,1716.0,7,5,1,7,5,1,0
ID_263030306015251804,Kenya,306015.0,251804.0,Type_6,4010.0,4091.0,7,0,641.0,0.159850374064837,654.0,12,5,1,12,5,1,0
ID_254350230160267278,Kenya,230160.0,267278.0,Type_1,5725.0,5725.0,7,0,1717.5,0.3,1718.0,8,1,0,8,1,0,0
ID_266618214652267278,Kenya,214652.0,267278.0,Type_1,18922.0,19318.0,7,0,5676.6,0.3,5795.0,7,2,0,7,2,0,0
ID_265864254325267278,Kenya,254325.0,267278.0,Type_1,1989.0,2063.0,7,0,596.7,0.3,623.0,9,3,0,9,3,0,0
ID_260055291677267278,Kenya,291677.0,267278.0,Type_1,36035.0,36252.0,7,0,2959.98,0.082141806576939,2978.0,10,0,0,11,0,0,0
ID_252690263220267278,Kenya,263220.0,267278.0,Type_1,11087.0,11116.0,7,0,1057.77,0.0954063317398755,1061.0,9,0,0,9,0,0,0
ID_225345183617251804,Kenya,183617.0,251804.0,Type_4,15000.0,15975.0,30,0,2400.0,0.16,2556.0,6,0,0,7,2,0,0
ID_124377220641267278,Kenya,220641.0,267278.0,Type_1,1200.0,1200.0,7,0,360.0,0.3,360.0,7,2,0,7,2,0,0
ID_264826284861267278,Kenya,284861.0,267278.0,Type_1,21990.0,21990.0,7,0,429.6,0.0195361527967257,430.0,10,2,0,10,2,0,0
ID_263376249653267278,Kenya,249653.0,267278.0,Type_1,12533.0,12533.0,7,0,720.14,0.0574595069017793,720.0,9,3,0,9,3,0,0
ID_248817241154267278,Kenya,241154.0,267278.0,Type_1,36526.0,37486.0,7,0,0.0,0.0,0.0,8,5,1,8,5,1,0
ID_269081277968267278,Kenya,277968.0,267278.0,Type_1,2199.0,2215.0,7,0,659.7,0.3,665.0,10,5,1,10,5,1,0
ID_259749247017267278,Kenya,247017.0,267278.0,Type_1,12995.0,12995.0,7,0,166.62,0.0128218545594459,167.0,8,0,0,9,0,0,0
ID_265568269969267278,Kenya,269969.0,267278.0,Type_1,260.0,260.0,7,0,78.0,0.3,78.0,9,2,0,10,2,0,0
ID_259517218152267278,Kenya,218152.0,267278.0,Type_1,2220.0,2220.0,7,0,666.0,0.3,666.0,7,5,1,7,5,1,0
ID_265369256980267278,Kenya,256980.0,267278.0,Type_1,83577.0,85263.0,7,0,25073.1,0.3,25579.0,9,0,0,9,0,0,0
ID_254387304496267278,Kenya,304496.0,267278.0,Type_1,10212.0,10212.0,7,0,1683.37,0.164842342342342,1683.0,11,5,1,12,5,1,0
ID_260723285662267278,Kenya,285662.0,267278.0,Type_1,1799.0,1799.0,7,0,539.7,0.3,540.0,10,4,0,10,4,0,0
ID_239479300054267278,Kenya,300054.0,267278.0,Type_1,4800.0,4800.0,7,0,1440.0,0.3,1440.0,11,2,0,11,2,0,0
ID_252690221659267278,Kenya,221659.0,267278.0,Type_1,26657.0,27254.0,7,0,7997.1,0.3,8176.0,7,3,0,7,3,0,0
ID_248619275577267278,Kenya,275577.0,267278.0,Type_1,7628.0,7766.0,7,0,2288.4,0.3,2330.0,10,3,0,10,3,0,0
ID_248737290870267278,Kenya,290870.0,267278.0,Type_1,952.0,966.0,7,0,285.6,0.3,290.0,10,5,1,11,5,1,0
ID_246888250051267278,Kenya,250051.0,267278.0,Type_1,4359.0,4359.0,7,0,1307.7,0.3,1308.0,9,4,0,9,4,0,0
ID_265263265354267278,Kenya,265354.0,267278.0,Type_1,4287.0,4318.0,7,0,870.8,0.203125728947982,877.0,9,3,0,9,3,0,0
ID_259835272754267278,Kenya,272754.0,267278.0,Type_10,524422.45,532288.79,28,0,79295.27,0.151204949368586,80485.0,10,0,0,10,0,0,0
ID_245178223267267278,Kenya,223267.0,267278.0,Type_1,86477.0,88663.0,7,0,25943.1,0.3,26599.0,7,5,1,7,5,1,0
ID_253792218729267278,Kenya,218729.0,267278.0,Type_1,13627.0,14043.0,7,0,4088.1,0.3,4213.0,7,0,0,7,0,0,0
ID_259871257878267278,Kenya,257878.0,267278.0,Type_1,3089.0,3089.0,7,0,926.7,0.3,927.0,9,0,0,9,0,0,0
ID_247903228352267278,Kenya,228352.0,267278.0,Type_1,680.0,705.0,7,0,204.0,0.3,212.0,7,5,1,8,5,1,0
ID_262947216858267278,Kenya,216858.0,267278.0,Type_1,655.0,655.0,7,0,196.5,0.3,197.0,7,4,0,7,4,0,0
ID_268959255099267278,Kenya,255099.0,267278.0,Type_1,4000.0,4144.0,7,0,1200.0,0.3,1243.0,9,3,0,9,3,0,0
ID_240649173032251804,Kenya,173032.0,251804.0,Type_4,20000.0,21400.0,30,0,1387.48,0.069374,1485.0,5,1,0,6,3,0,0
ID_251161114185251804,Kenya,114185.0,251804.0,Type_5,18800.0,21056.0,14,0,3760.0,0.2,4211.0,1,0,0,2,0,0,1
ID_246792238979267278,Kenya,238979.0,267278.0,Type_1,1765.0,1830.0,7,0,529.5,0.3,549.0,8,3,0,8,3,0,0
ID_241610255509267278,Kenya,255509.0,267278.0,Type_1,5179.0,5182.0,7,0,210.61,0.0406661517667503,211.0,9,4,0,9,4,0,0
ID_260083286099267278,Kenya,286099.0,267278.0,Type_1,8368.0,8368.0,7,0,2510.4,0.3,2510.0,10,4,0,10,4,0,0
ID_253441228072267278,Kenya,228072.0,267278.0,Type_1,2849.0,2849.0,7,0,854.7,0.3,855.0,7,5,1,8,5,1,0
